market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_time_minutes,order_hour,order_day_of_week,order_is_weekend,hour_sin,hour_cos,price_range,avg_item_price,items_per_distinct,busy_partner_ratio,available_partners,outstanding_per_partner
2,2015-01-31 02:16:34,2015-01-31 03:35:51,f15d337c70078947cfe1b5d6f0ed3f13,dessert,5,1,1195.0,1,1195,1195,119.0,103.0,200.0,79.28333333333333,2,5,1,0.49999999999999994,0.8660254037844387,0,1195.0,1.0,0.8583333333333333,16.0,1.6666666666666667
2,2015-02-04 01:50:02,2015-02-04 02:23:11,248e844336797ec98478f85e7626de4a,other,5,3,2600.0,2,400,1800,81.0,68.0,78.0,33.15,1,2,0,0.25881904510252074,0.9659258262890683,1400,866.6666666666666,1.5,0.8292682926829268,13.0,0.9512195121951219
6,2015-01-24 19:52:32,2015-01-24 20:40:53,58c2ac6f92a1c369e00bcb3a28af2d18,mediterranean,3,4,3895.0,4,599,1599,37.0,34.0,41.0,48.35,19,5,1,-0.9659258262890684,0.2588190451025203,1000,973.75,1.0,0.8947368421052632,3.0,1.0789473684210527
4,2015-02-02 04:32:48,2015-02-02 05:33:33,a74c3bae3e13616104c1b25f9da1f11f,burger,4,2,918.0,2,249,669,52.0,50.0,63.0,60.75,4,0,0,0.8660254037844386,0.5000000000000001,420,459.0,1.0,0.9433962264150944,2.0,1.1886792452830188
5,2015-02-02 05:43:05,2015-02-02 07:03:57,45d0bb417c9fab94dae50e5974f30ec7,pizza,5,7,763.0,6,109,109,0.0,0.0,0.0,80.86666666666666,5,0,0,0.9659258262890683,0.25881904510252074,0,109.0,1.1666666666666667,0.0,0.0,0.0
4,2015-02-09 02:12:59,2015-02-09 02:57:13,ae8ac5e9dffde5cc03562b4e13ac4394,pizza,2,1,2199.0,1,949,949,12.0,8.0,9.0,44.233333333333334,2,0,0,0.49999999999999994,0.8660254037844387,0,2199.0,1.0,0.6153846153846154,4.0,0.6923076923076923
3,2015-02-08 02:57:22,2015-02-08 04:24:36,a561e7ebcac8441387d4fe143fdef87f,mexican,1,6,2757.0,6,300,675,7.0,8.0,9.0,87.23333333333333,2,6,1,0.49999999999999994,0.8660254037844387,375,459.5,1.0,1.0,0.0,1.125
1,2015-01-28 20:54:08,2015-01-28 21:29:11,58e4d44e550d0f7ee0a23d6b02d9b0db,american,1,3,2950.0,3,600,1200,30.0,27.0,28.0,35.05,20,2,0,-0.8660254037844386,0.5000000000000001,600,983.3333333333334,1.0,0.8709677419354839,3.0,0.9032258064516129
2,2015-02-04 02:09:34,2015-02-04 02:41:18,cfecdb276f634854f3ef915e2e980c31,mexican,5,1,1094.0,1,999,999,93.0,88.0,96.0,31.733333333333334,2,2,0,0.49999999999999994,0.8660254037844387,0,1094.0,1.0,0.9361702127659575,5.0,1.0212765957446808
6,2015-02-16 04:15:11,2015-02-16 05:05:17,251aab366150755ca40df716874ff32e,italian,1,1,1295.0,1,1295,1295,37.0,34.0,41.0,50.1,4,0,0,0.8660254037844386,0.5000000000000001,0,1295.0,1.0,0.8947368421052632,3.0,1.0789473684210527
1,2015-02-05 20:38:26,2015-02-05 21:06:04,83a368f54768f506b833130584455df4,indian,1,6,2996.0,3,100,999,35.0,35.0,34.0,27.633333333333333,20,3,0,-0.8660254037844386,0.5000000000000001,899,499.3333333333333,2.0,0.9722222222222222,0.0,0.9444444444444444
2,2015-02-06 03:41:51,2015-02-06 04:13:28,577bcc914f9e55d5e4e4f82f9f00e7d4,chinese,3,4,3660.0,3,775,1295,92.0,75.0,104.0,31.616666666666667,3,4,0,0.7071067811865475,0.7071067811865476,520,915.0,1.3333333333333333,0.8064516129032258,17.0,1.118279569892473
1,2015-02-05 01:40:04,2015-02-05 02:41:03,c2c2a04512b35d13102459f8784f1a2d,vietnamese,1,4,2560.0,3,500,645,38.0,39.0,60.0,60.983333333333334,1,3,0,0.25881904510252074,0.9659258262890683,145,640.0,1.3333333333333333,1.0,0.0,1.5384615384615385
1,2015-02-01 21:37:57,2015-02-01 22:19:15,ea14b04d59d604daf500d9a35bdd01be,other,3,4,3997.0,4,500,1399,25.0,29.0,28.0,41.3,21,6,1,-0.7071067811865477,0.7071067811865474,899,999.25,1.0,1.1153846153846154,0.0,1.0769230769230769
1,2015-02-09 01:41:18,2015-02-09 02:12:02,ead81fe8cfe9fda9e4c2093e17e4d024,pizza,1,1,1199.0,1,1199,1199,52.0,49.0,63.0,30.733333333333334,1,0,0,0.25881904510252074,0.9659258262890683,0,1199.0,1.0,0.9245283018867925,3.0,1.1886792452830188
3,2015-02-15 00:30:28,2015-02-15 00:55:44,ed148e0621fd22140747d13da484ba01,other,4,3,797.0,3,169,369,5.0,4.0,3.0,25.266666666666666,0,6,1,0.0,1.0,200,265.6666666666667,1.0,0.6666666666666666,1.0,0.5
4,2015-02-09 00:09:08,2015-02-09 00:45:43,e165421110ba03099a1c0393373c5b43,burger,5,5,2485.0,5,249,989,40.0,35.0,45.0,36.583333333333336,0,0,0,0.0,1.0,740,497.0,1.0,0.8536585365853658,5.0,1.0975609756097562
2,2015-01-31 03:59:38,2015-01-31 05:24:16,149e9677a5989fd342ae44213df68868,dessert,1,2,3045.0,2,1350,1695,45.0,45.0,94.0,84.63333333333334,3,5,1,0.7071067811865475,0.7071067811865476,345,1522.5,1.0,0.9782608695652174,0.0,2.0434782608695654
1,2015-01-24 23:27:10,2015-01-25 00:01:03,dbd90a665ea6f292f36ebdb3d442826d,other,1,5,1735.0,5,189,649,2.0,2.0,3.0,33.88333333333333,23,5,1,-0.25881904510252157,0.9659258262890681,460,347.0,1.0,0.6666666666666666,0.0,1.0
2,2015-02-09 18:40:36,2015-02-09 20:11:19,7b5ad0c52e58076e34f393efe9019ed2,other,2,7,9099.0,6,499,1199,10.0,10.0,14.0,90.71666666666667,18,0,0,-1.0,-1.8369701987210297e-16,700,1299.857142857143,1.1666666666666667,0.9090909090909091,0.0,1.2727272727272727
2,2015-02-09 01:33:14,2015-02-09 02:41:04,149e9677a5989fd342ae44213df68868,dessert,1,5,4045.0,5,795,865,44.0,42.0,70.0,67.83333333333333,1,0,0,0.25881904510252074,0.9659258262890683,70,809.0,1.0,0.9333333333333333,2.0,1.5555555555555556
1,2015-01-24 04:55:36,2015-01-24 05:24:36,ab4f2b5fd96ca65349119909c1eada2d,other,1,2,2249.0,2,450,1799,20.0,20.0,20.0,29.0,4,5,1,0.8660254037844386,0.5000000000000001,1349,1124.5,1.0,0.9523809523809523,0.0,0.9523809523809523
1,2015-01-21 21:53:06,2015-01-21 22:21:43,58e4d44e550d0f7ee0a23d6b02d9b0db,american,1,1,500.0,1,500,500,28.0,22.0,22.0,28.616666666666667,21,2,0,-0.7071067811865477,0.7071067811865474,0,500.0,1.0,0.7586206896551724,6.0,0.7586206896551724
3,2015-01-29 03:52:59,2015-01-29 04:38:23,e1228be46de6a0234ac22ded31417bc7,seafood,1,2,2347.0,2,599,949,25.0,23.0,24.0,45.4,3,3,0,0.7071067811865475,0.7071067811865476,350,1173.5,1.0,0.8846153846153846,2.0,0.9230769230769231
5,2015-01-28 04:02:22,2015-01-28 04:44:56,884738b4332ababd678ca505f4e04f4d,mediterranean,3,1,3800.0,1,3000,3750,16.0,15.0,19.0,42.56666666666667,4,2,0,0.8660254037844386,0.5000000000000001,750,3800.0,1.0,0.8823529411764706,1.0,1.1176470588235294
4,2015-02-05 21:29:51,2015-02-05 21:58:24,74db120f0a8e5646ef5a30154e9f6deb,indian,3,4,3965.0,4,250,1795,41.0,33.0,33.0,28.55,21,3,0,-0.7071067811865477,0.7071067811865474,1545,991.25,1.0,0.7857142857142857,8.0,0.7857142857142857
3,2015-01-26 03:11:42,2015-01-26 03:48:34,237168031d88451c78fd8d6d6378c0b2,pizza,1,2,1798.0,2,599,1199,26.0,19.0,17.0,36.86666666666667,3,0,0,0.7071067811865475,0.7071067811865476,600,899.0,1.0,0.7037037037037037,7.0,0.6296296296296297
4,2015-02-07 19:39:36,2015-02-07 20:15:09,cd4bb35c75ba84b4f39e547b1416fd35,dessert,5,2,2150.0,1,1075,1075,36.0,24.0,24.0,35.55,19,5,1,-0.9659258262890684,0.2588190451025203,0,1075.0,2.0,0.6486486486486487,12.0,0.6486486486486487
1,2015-01-24 03:15:03,2015-01-24 04:22:31,f64eac11f2cd8f0efa196f8ad173178e,japanese,1,2,7600.0,1,3000,3750,65.0,68.0,100.0,67.46666666666667,3,5,1,0.7071067811865475,0.7071067811865476,750,3800.0,2.0,1.0303030303030303,0.0,1.5151515151515151
5,2015-01-22 02:18:23,2015-01-22 03:12:51,85ffb002f52455e760e4c90cc3b71ac3,pizza,4,3,6000.0,1,2000,2000,45.0,33.0,40.0,54.46666666666667,2,3,0,0.49999999999999994,0.8660254037844387,0,2000.0,3.0,0.717391304347826,12.0,0.8695652173913043
6,2015-01-31 17:47:04,2015-01-31 19:13:09,4607f7fff0dce694258e1c637512aa9d,sandwich,4,3,2245.0,3,350,1195,37.0,34.0,41.0,86.08333333333333,17,5,1,-0.9659258262890683,-0.25881904510252063,845,748.3333333333334,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-01-22 04:28:13,2015-01-22 05:15:13,2836be05e71a8f34902a6e6b37350134,burger,4,4,2374.0,3,309,729,69.0,60.0,62.0,47.0,4,3,0,0.8660254037844386,0.5000000000000001,420,593.5,1.3333333333333333,0.8571428571428571,9.0,0.8857142857142857
4,2015-02-11 01:56:13,2015-02-11 02:32:05,a1140a3d0df1c81e24ae954d935e8926,unknown,1,3,1190.0,2,495,1795,61.0,47.0,60.0,35.86666666666667,1,2,0,0.25881904510252074,0.9659258262890683,1300,396.6666666666667,1.5,0.7580645161290323,14.0,0.967741935483871
4,2015-02-10 02:12:54,2015-02-10 02:49:02,596dedf4498e258e4bdc9fd70df9a859,mexican,3,8,4790.0,6,110,1450,58.0,51.0,74.0,36.13333333333333,2,1,0,0.49999999999999994,0.8660254037844387,1340,598.75,1.3333333333333333,0.864406779661017,7.0,1.2542372881355932
3,2015-01-29 20:46:13,2015-01-29 21:10:17,d29ac33c25a1fe0e50c3c105ab8675a6,fast,4,1,999.0,1,999,999,11.0,8.0,7.0,24.066666666666666,20,3,0,-0.8660254037844386,0.5000000000000001,0,999.0,1.0,0.6666666666666666,3.0,0.5833333333333334
2,2015-02-11 21:11:44,2015-02-11 21:43:41,1385974ed5904a438616ff7bdb3f7439,mexican,5,2,1348.0,2,499,749,38.0,46.0,63.0,31.95,21,2,0,-0.7071067811865477,0.7071067811865474,250,674.0,1.0,1.1794871794871795,0.0,1.6153846153846154
4,2015-02-07 02:26:56,2015-02-07 03:20:39,7cbbc409ec990f19c78c75bd1e06f215,other,2,1,2600.0,1,2600,2600,130.0,126.0,228.0,53.71666666666667,2,5,1,0.49999999999999994,0.8660254037844387,0,2600.0,1.0,0.9618320610687023,4.0,1.7404580152671756
4,2015-02-08 02:42:30,2015-02-08 03:22:21,a4300b002bcfb71f291dac175d52df94,vietnamese,1,3,2445.0,2,626,695,73.0,53.0,104.0,39.85,2,6,1,0.49999999999999994,0.8660254037844387,69,815.0,1.5,0.7162162162162162,20.0,1.4054054054054055
4,2015-02-02 02:39:21,2015-02-02 03:54:34,dc6a6489640ca02b0d42dabeb8e46bb7,japanese,3,7,4740.0,6,450,1495,64.0,65.0,137.0,75.21666666666667,2,0,0,0.49999999999999994,0.8660254037844387,1045,677.1428571428571,1.1666666666666667,1.0,0.0,2.1076923076923078
3,2015-02-18 04:47:12,2015-02-18 05:33:29,04fcc65450efcccdc9869442c3e36310,american,5,2,1700.0,2,735,965,15.0,13.0,12.0,46.28333333333333,4,2,0,0.8660254037844386,0.5000000000000001,230,850.0,1.0,0.8125,2.0,0.75
4,2015-02-01 21:38:39,2015-02-01 22:16:40,5b69b9cb83065d403869739ae7f0995e,thai,3,6,4140.0,6,171,1040,55.0,36.0,59.0,38.016666666666666,21,6,1,-0.7071067811865477,0.7071067811865474,869,690.0,1.0,0.6428571428571429,19.0,1.0535714285714286
4,2015-02-03 20:27:58,2015-02-03 21:11:14,1534b76d325a8f591b52d302e7181331,mexican,3,5,2803.0,4,199,819,65.0,62.0,81.0,43.266666666666666,20,1,0,-0.8660254037844386,0.5000000000000001,620,560.6,1.25,0.9393939393939394,3.0,1.2272727272727273
5,2015-01-23 03:37:45,2015-01-23 04:26:42,0c0cfd9478c6551fbfe74a7acb6fc037,american,1,2,1798.0,2,599,1199,25.0,19.0,30.0,48.95,3,4,0,0.7071067811865475,0.7071067811865476,600,899.0,1.0,0.7307692307692307,6.0,1.1538461538461537
6,2015-01-23 18:35:32,2015-01-23 20:22:35,dc88b6a16db5ef98acdee40975d9af0f,sandwich,1,12,10851.275000000023,9,375,1250,37.0,34.0,41.0,107.05,18,4,0,-1.0,-1.8369701987210297e-16,875,904.2729166666686,1.3333333333333333,0.8947368421052632,3.0,1.0789473684210527
1,2015-01-24 21:29:33,2015-01-24 22:02:53,6a639c52538fd7bb3e1186724afbe9b2,dessert,4,4,396.0,2,99,99,23.0,23.0,30.0,33.333333333333336,21,5,1,-0.7071067811865477,0.7071067811865474,0,99.0,2.0,0.9583333333333334,0.0,1.25
4,2015-01-30 01:47:25,2015-01-30 02:40:05,a8abb4bb284b5b27aa7cb790dc20f80b,greek,3,5,5895.0,4,699,1699,92.0,76.0,108.0,52.666666666666664,1,4,0,0.25881904510252074,0.9659258262890683,1000,1179.0,1.25,0.8172043010752689,16.0,1.1612903225806452
4,2015-01-28 03:31:56,2015-01-28 04:13:54,8fb5f8be2aa9d6c64a04e3ab9f63feee,other,2,3,2340.0,3,350,995,91.0,69.0,89.0,41.96666666666667,3,2,0,0.7071067811865475,0.7071067811865476,645,780.0,1.0,0.75,22.0,0.967391304347826
2,2015-02-02 22:32:41,2015-02-02 23:15:21,c5866e93cab1776890fe343c9e7063fb,sandwich,3,1,908.0,1,799,799,22.0,23.0,40.0,42.666666666666664,22,0,0,-0.5000000000000004,0.8660254037844384,0,908.0,1.0,1.0,0.0,1.7391304347826086
1,2015-02-08 03:22:29,2015-02-08 04:40:19,c2c2a04512b35d13102459f8784f1a2d,vietnamese,1,2,1395.0,2,570,825,59.0,62.0,94.0,77.83333333333333,3,6,1,0.7071067811865475,0.7071067811865476,255,697.5,1.0,1.0333333333333334,0.0,1.5666666666666667
4,2015-02-03 04:01:04,2015-02-03 04:38:49,33e75ff09dd601bbe69f351039152189,thai,5,2,1998.0,1,899,899,67.0,63.0,114.0,37.75,4,1,0,0.8660254037844386,0.5000000000000001,0,999.0,2.0,0.9264705882352942,4.0,1.6764705882352942
4,2015-02-04 02:58:15,2015-02-04 03:40:37,ccc0aa1b81bf81e16c676ddb977c5881,seafood,5,1,1650.0,1,1650,1650,90.0,78.0,112.0,42.36666666666667,2,2,0,0.49999999999999994,0.8660254037844387,0,1650.0,1.0,0.8571428571428571,12.0,1.2307692307692308
2,2015-01-25 00:56:53,2015-01-25 01:36:33,a5d3526558368a8cda8a30a3c35963cb,indian,3,9,3204.0,7,463,445,50.0,54.0,75.0,39.666666666666664,0,6,1,0.0,1.0,-18,356.0,1.2857142857142858,1.0588235294117647,0.0,1.4705882352941178
6,2015-02-17 02:58:37,2015-02-17 04:11:04,6a783b626a6d892a132dc195e5504272,other,3,2,1890.0,2,795,1095,37.0,34.0,41.0,72.45,2,1,0,0.49999999999999994,0.8660254037844387,300,945.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-08 05:40:31,2015-02-08 06:33:53,81d36e0c6ae485f2a087864badfdc202,mexican,5,2,1868.0,2,649,699,34.0,42.0,51.0,53.36666666666667,5,6,1,0.9659258262890683,0.25881904510252074,50,934.0,1.0,1.2,0.0,1.457142857142857
4,2015-01-24 02:26:26,2015-01-24 03:21:57,bf5cd8b2509011b9502a72296edc14a0,other,3,2,1170.0,1,585,585,128.0,110.0,189.0,55.516666666666666,2,5,1,0.49999999999999994,0.8660254037844387,0,585.0,2.0,0.8527131782945736,18.0,1.4651162790697674
4,2015-01-25 02:23:43,2015-01-25 03:27:47,e165421110ba03099a1c0393373c5b43,burger,5,3,1237.0,3,199,789,99.0,124.0,154.0,64.06666666666666,2,6,1,0.49999999999999994,0.8660254037844387,590,412.3333333333333,1.0,1.24,0.0,1.54
2,2015-02-11 22:15:41,2015-02-11 22:51:26,14cfdb59b5bda1fc245aadae15b1984a,dessert,2,1,2200.0,1,2200,2200,25.0,26.0,47.0,35.75,22,2,0,-0.5000000000000004,0.8660254037844384,0,2200.0,1.0,1.0,0.0,1.8076923076923077
1,2015-01-27 01:51:27,2015-01-27 02:53:50,310cc7ca5a76a446f85c1a0d641ba96d,pizza,3,4,3666.0,3,549,1259,17.0,15.0,11.0,62.38333333333333,1,1,0,0.25881904510252074,0.9659258262890683,710,916.5,1.3333333333333333,0.8333333333333334,2.0,0.6111111111111112
3,2015-02-13 01:53:12,2015-02-13 02:16:53,56584778d5a8ab88d6393cc4cd11e090,mexican,3,3,1955.0,2,595,765,44.0,35.0,38.0,23.683333333333334,1,4,0,0.25881904510252074,0.9659258262890683,170,651.6666666666666,1.5,0.7777777777777778,9.0,0.8444444444444444
2,2015-01-23 00:37:05,2015-01-23 01:35:24,8e98d81f8217304975ccb23337bb5761,italian,3,2,3598.0,2,1699,1899,24.0,21.0,25.0,58.31666666666667,0,4,0,0.0,1.0,200,1799.0,1.0,0.84,3.0,1.0
2,2015-01-26 00:07:07,2015-01-26 00:22:36,8d420fa35754d1f1c19969c88780314d,thai,2,2,2090.0,2,995,1095,28.0,39.0,23.0,15.483333333333333,0,0,0,0.0,1.0,100,1045.0,1.0,1.3448275862068966,0.0,0.7931034482758621
1,2015-02-08 01:55:41,2015-02-08 02:40:33,c56a4706337730e0e15da875405fa1c5,fast,4,1,799.0,1,799,799,23.0,23.0,16.0,44.86666666666667,1,6,1,0.25881904510252074,0.9659258262890683,0,799.0,1.0,0.9583333333333334,0.0,0.6666666666666666
2,2015-02-10 03:06:41,2015-02-10 03:57:17,0c945a8e12dd7ff713c275c1ad6de9e1,other,3,1,1600.0,1,975,975,73.0,73.0,109.0,50.6,3,1,0,0.7071067811865475,0.7071067811865476,0,1600.0,1.0,0.9864864864864865,0.0,1.472972972972973
4,2015-02-03 03:59:47,2015-02-03 04:41:42,f47d0ad31c4c49061b9e505593e3db98,burger,5,2,2270.0,2,1045,1125,35.0,35.0,64.0,41.916666666666664,3,1,0,0.7071067811865475,0.7071067811865476,80,1135.0,1.0,0.9722222222222222,0.0,1.7777777777777777
3,2015-01-28 21:25:18,2015-01-28 22:07:47,3047ee053d45323e65192012176a2a1c,burger,1,4,2233.0,3,426,730,12.0,10.0,3.0,42.483333333333334,21,2,0,-0.7071067811865477,0.7071067811865474,304,558.25,1.3333333333333333,0.7692307692307693,2.0,0.23076923076923078
4,2015-02-11 01:07:54,2015-02-11 01:48:15,0738069b244a1c43c83112b735140a16,salad,1,5,4600.0,5,600,1200,12.0,13.0,14.0,40.35,1,2,0,0.25881904510252074,0.9659258262890683,600,920.0,1.0,1.0,0.0,1.0769230769230769
1,2015-02-03 20:21:20,2015-02-03 21:05:12,356bf85f16636086250481a79b7bebc4,other,3,4,3725.0,4,925,950,27.0,24.0,26.0,43.86666666666667,20,1,0,-0.8660254037844386,0.5000000000000001,25,931.25,1.0,0.8571428571428571,3.0,0.9285714285714286
4,2015-02-06 00:59:26,2015-02-06 01:37:40,45c48cce2e2d7fbdea1afc51c7c6ad26,salad,5,2,1760.0,2,550,990,75.0,43.0,53.0,38.233333333333334,0,4,0,0.0,1.0,440,880.0,1.0,0.5657894736842105,32.0,0.6973684210526315
3,2015-01-29 02:10:18,2015-01-29 02:56:07,816b112c6105b3ebd537828a39af4818,mexican,1,2,2190.0,2,940,1250,92.0,67.0,109.0,45.81666666666667,2,3,0,0.49999999999999994,0.8660254037844387,310,1095.0,1.0,0.7204301075268817,25.0,1.1720430107526882
3,2015-01-22 01:13:41,2015-01-22 02:28:31,74e1513cc2927e89575044e7d6dbc8e0,greek,1,2,1900.0,1,950,950,3.0,3.0,2.0,74.83333333333333,1,3,0,0.25881904510252074,0.9659258262890683,0,950.0,2.0,0.75,0.0,0.5
3,2015-01-24 03:29:25,2015-01-24 04:04:37,1cc8a8ea51cd0adddf5dab504a285915,other,3,2,4048.0,2,1249,2249,60.0,52.0,49.0,35.2,3,5,1,0.7071067811865475,0.7071067811865476,1000,2024.0,1.0,0.8524590163934426,8.0,0.8032786885245902
4,2015-02-07 00:57:54,2015-02-07 01:41:45,b78f81d5bdfed3168c472b237f37b43a,pizza,3,3,3900.0,2,500,1700,33.0,32.0,55.0,43.85,0,5,1,0.0,1.0,1200,1300.0,1.5,0.9411764705882353,1.0,1.6176470588235294
3,2015-02-14 02:00:17,2015-02-14 02:54:29,64c31821603ab476a318839606743bd6,italian,1,2,3350.0,2,1600,1600,52.0,42.0,43.0,54.2,2,5,1,0.49999999999999994,0.8660254037844387,0,1675.0,1.0,0.7924528301886793,10.0,0.8113207547169812
4,2015-02-03 00:22:24,2015-02-03 01:07:47,3a1dd98341fafc1dfe9bcf36360e6b84,pizza,3,3,4125.0,3,775,1975,26.0,23.0,33.0,45.38333333333333,0,1,0,0.0,1.0,1200,1375.0,1.0,0.8518518518518519,3.0,1.2222222222222223
2,2015-02-09 03:13:54,2015-02-09 03:54:32,435d6ab1ba16ba7e05e09d9728bc36ca,sandwich,3,1,1088.0,1,879,879,128.0,124.0,188.0,40.63333333333333,3,0,0,0.7071067811865475,0.7071067811865476,0,1088.0,1.0,0.9612403100775194,4.0,1.4573643410852712
2,2015-02-08 16:51:35,2015-02-08 17:27:02,f15d337c70078947cfe1b5d6f0ed3f13,dessert,5,2,1890.0,2,895,995,15.0,16.0,19.0,35.45,16,6,1,-0.8660254037844384,-0.5000000000000004,100,945.0,1.0,1.0,0.0,1.1875
6,2015-02-09 02:06:55,2015-02-09 02:56:43,3a90ee8e42cb24248e56383cd5349856,italian,1,1,1250.0,1,1250,1250,37.0,34.0,41.0,49.8,2,0,0,0.49999999999999994,0.8660254037844387,0,1250.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-08 00:36:49,2015-02-08 01:54:38,0d73a25092e5c1c9769a9f3255caa65a,dessert,1,5,5070.0,5,390,1995,55.0,55.0,55.0,77.81666666666666,0,6,1,0.0,1.0,1605,1014.0,1.0,0.9821428571428571,0.0,0.9821428571428571
4,2015-01-30 02:22:22,2015-01-30 03:07:33,69adc1e107f7f7d035d7baf04342e1ca,italian,5,2,3345.0,2,750,2595,120.0,109.0,180.0,45.18333333333333,2,4,0,0.49999999999999994,0.8660254037844387,1845,1672.5,1.0,0.9008264462809917,11.0,1.487603305785124
1,2015-01-31 01:37:50,2015-01-31 02:39:27,55c567fd4395ecef6d936cf77b8d5b2b,other,1,4,2230.0,4,350,795,0.0,0.0,0.0,61.61666666666667,1,5,1,0.25881904510252074,0.9659258262890683,445,557.5,1.0,0.0,0.0,0.0
